val_loss,auc,val_Accuracy,val_CohenKappa,val_F1Score,val_Recall,val_Precision,epoch,step
1.4360007047653198,0.4777306318283081,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,4,629
1.707432746887207,0.47179877758026123,0.7666666507720947,0.06096005439758301,0.5026823282241821,0.5221368074417114,0.5762905478477478,9,1259
1.86330246925354,0.4715999364852905,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,14,1889
1.9805899858474731,0.4724946618080139,0.7666666507720947,0.08075755834579468,0.5168787240982056,0.5299575924873352,0.588246762752533,19,2519
2.07696533203125,0.4725278317928314,0.7666666507720947,0.08075755834579468,0.5168787240982056,0.5299575924873352,0.588246762752533,24,3149
2.162033796310425,0.471732497215271,0.7666666507720947,0.08075755834579468,0.5168787240982056,0.5299575924873352,0.588246762752533,29,3779
2.2401986122131348,0.4715005159378052,0.7666666507720947,0.08075755834579468,0.5168787240982056,0.5299575924873352,0.588246762752533,34,4409
2.3142006397247314,0.471334844827652,0.7666666507720947,0.08075755834579468,0.5168787240982056,0.5299575924873352,0.588246762752533,39,5039
2.384092330932617,0.47146740555763245,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,44,5669
2.4517571926116943,0.4696778953075409,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,49,6299
2.5179338455200195,0.47093719244003296,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,54,6929
2.585740804672241,0.47262728214263916,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,59,7559
2.65305757522583,0.47468188405036926,0.7714285850524902,0.08992421627044678,0.519908607006073,0.5330063700675964,0.6047979593276978,64,8189
2.7214913368225098,0.4711691439151764,0.776190459728241,0.1182776689529419,0.5365979671478271,0.5438759326934814,0.6292464137077332,69,8819
2.7923781871795654,0.47517895698547363,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,74,9449
2.8633265495300293,0.4756760597229004,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,79,10079
2.9308338165283203,0.47690215706825256,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,84,10709
2.9967875480651855,0.478658527135849,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,89,11339
3.05863618850708,0.477697491645813,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,94,11969
3.118044376373291,0.4743173122406006,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,99,12599
3.1723899841308594,0.480182945728302,0.7714285850524902,0.10891091823577881,0.5333333611488342,0.5408271551132202,0.6122449040412903,104,13229
